sku,nom,effets,icone1,icone4,utilisation,precaution,composition,codebarre,nomchinois,couleur,titre composition,brand,lot,form,id
D016,"<SPAN STYLE=""FONT-SIZE:0.85EM"">ARTICULATION</SPAN>",Apaiser · Régénérer · Protéger,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,À stocker à l’abri de la lumière et d’une source de chaleur. Tenir hors de portée des enfants. Complément alimentaire réservé aux adultes plus de 18 ans. Déconseillé aux femmes enceintes et allaitantes. Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre le diabète. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.,"Extrait : Angélique poilu (Du huo, A. pubescens) 240 mg, Achyranthe (Niu xi, A. bidentata) 240 mg, Eucomine (Du zhong, E. ulmoides) 240 mg, Livêche (Chuan xiong, L. striatum) 240 mg, Ginseng (Ren shen, P. ginseng) 240 mg, Angélique (Dang gui, A. sinensis) 240 mg, Pivoine (Bai shao yao, P. lactiflora) 480 mg, Rehmannia (Sheng di huang, R. glutinosa) 240 mg, Cardère (Xu duan, D. fullonum) 240 mg, Poria (Fu ling, P. cocos) 360 mg, Plantain (Ze xie, A. plantago-aquatica) 240 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1730127791/3665346369357_Calebasse_Articulation_GL_50_060b610b8f.png,白芍止痛散,#B74938,COMPOSITION POUR 6 GÉLULES (3 g),long,25G0014,Gélule,17
D016CP,"<SPAN STYLE=""FONT-SIZE:0.85EM"">ARTICULATION</SPAN>",Apaiser · Régénérer · Protéger,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,À stocker à l’abri de la lumière et d’une source de chaleur. Tenir hors de portée des enfants. Complément alimentaire réservé aux adultes plus de 18 ans. Déconseillé aux femmes enceintes et allaitantes. Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre le diabète. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.,"Extrait : Angélique poilu (Du huo, A. pubescens) 480 mg, Achyranthe (Niu xi, A. bidentata) 480 mg, Eucomine (Du zhong, E. ulmoides) 480 mg, Livêche (Chuan xiong, L. striatum) 480 mg, Ginseng (Ren shen, P. ginseng) 480 mg, Angélique (Dang gui, A. sinensis) 480 mg, Pivoine (Bai shao yao, P. lactiflora) 960 mg, Rehmannia (Sheng di huang, R. glutinosa) 480 mg, Cardère (Xu duan, D. fullonum) 480 mg, Poria (Fu ling, P. cocos) 720 mg, Plantain (Ze xie, A. plantago-aquatica) 480 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977007/3665346369234_Calebasse_Articulation_CP_100_7516f5d467.png,白芍止痛散,#B74938,COMPOSITION POUR 6 GRAMMES,long,25G0014,Poudre,18
D036,CHEVEUX,"Contre la chute, la casse <br/>et la perte de cheveux",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 4 GÉLULES (2 g) ou selon l'avis de votre professionnel de la santé.,À stocker à l’abri de la lumière et d’une source de chaleur. Tenir hors de portée des enfants. Déconseillé aux enfants de moins de 12 ans. Déconseillé aux femmes enceintes et allaitantes. Déconseillé en cas d’insuffisance cardiaque ou rénale œdémateuse. Déconseillé en cas d'usage prolongé sans avis médical professionnel. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.,"Extrait : Prêle des champs (Shan cai, E. arvense) 200 mg, Sésame noir (Hei zhi ma, S. indicum) 300 mg, Racine de Rehmannia préparée (Shu di huang, R. glutinosa) 100 mg, Liane de renouée (He shou wu, R. multiflora) 1400 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1730127678/3665346369159_CALEBASSE_CHEVEUX_GL_50_6b889745fe.png,首乌美发丸,#454760,COMPOSITION POUR 4 GÉLULES (2 g),long,25G0013,Gélule,19
D036CP,CHEVEUX,"Contre la chute, la casse <br/>et la perte de cheveux",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,À stocker à l’abri de la lumière et d’une source de chaleur. Tenir hors de portée des enfants. Déconseillé aux enfants de moins de 12 ans. Déconseillé aux femmes enceintes et allaitantes. Déconseillé en cas d’insuffisance cardiaque ou rénale œdémateuse. Déconseillé en cas d'usage prolongé sans avis médical professionnel. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.,"Extrait : Prêle des champs (Shan cai, E. arvense) 300 mg, Sésame noir (Hei zhi ma, S. indicum) 450 mg, Racine de Rehmannia préparée (Shu di huang, R. glutinosa) 150 mg, Liane de renouée (He shou wu, R. multiflora) 2100 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977682/3665346369036_CALEBASSE_CHEVEUX_CP_100_291f4b1d65.png,首乌美发丸,#454760,COMPOSITION POUR 6 GRAMMES,long,25G0013,Poudre,20
D027,JAMBES LOURDES,Améliore la circulation et réduit la rétention d'eau,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"À stocker à l’abri de la lumière et d’une source de chaleur. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. Ne pas utiliser en cas de grossesse ou d'allaitement. Déconseillé aux personnes en cas d'usage concomitant d'anticoagulants, et / ou sous traitement antidiabétique, aux personnes présentant de troubles hépatiques ou cardiaque, consultez votre médecin. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Atractylode lancée (Cang zhu, A. lancea) 450 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 450 mg, Fruits d’Aubépine (Shan zha, C. laevigata) 450 mg, Hamamélis (H. virginiana) 300 mg, Phellodendron (Huang bai, P. amurense) 450 mg, Poria (Fu ling, W. cocos) 900 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977778/3665346371145_Calebasse_Jambe_Lourdes_GL_50_7344dc846e.png,八妙散,#B74938,COMPOSITION POUR 6 GÉLULES (3 g),long,25G0032,Gélule,21
D027CP,JAMBES LOURDES,Améliore la circulation et réduit la rétention d'eau,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"À stocker à l’abri de la lumière et d’une source de chaleur. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. Ne pas utiliser en cas de grossesse ou d'allaitement. Déconseillé aux personnes en cas d'usage concomitant d'anticoagulants, et / ou sous traitement antidiabétique, aux personnes présentant de troubles hépatiques ou cardiaque, consultez votre médecin. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Atractylode lancée (Cang zhu, A. lancea) 900 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 900 mg, Fruits d’Aubépine (Shan zha, C. laevigata) 900 mg, Hamamélis (H. virginiana) 600 mg, Phellodendron (Huang bai, P. amurense) 900 mg, Poria (Fu ling, W. cocos) 1800 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977723/3665346371039_Calebasse_Jambe_Lourdes_CP_100_2f52093059.png,八妙散,#B74938,COMPOSITION POUR 6 GRAMMES,long,25G0032,Poudre,22
D054,"CALME<SPAN STYLE=""FONT-SIZE:0.6EM"">&</SPAN> DÉTENTE","Anti-stress, bien-être mental et pulsions",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"À stocker à l'abri de la lumière et d'une source de chaleur. Tenir hors de portée des enfants. Déconseillé aux enfants moins de 12 ans. Ne pas utiliser en cas de grossesse ou d'allaitement. Consultez votre médecin en cas d'usage concomitant d'anticoagulants, contre la dépression, ou sous traitement antidiabétique, et / ou anti-hypertenseur. Déconseillé aux personnes ayant des troubles cardiaques. Déconseillé en usage prolongé sans avis médical d'un professionnel de santé. Déconseillé en cas de reflux gastro-oesophagien, d'ulcère gastro-duodénal, de gastrite ou de troubles biliaires (calculs biliaires) et /ou troubles hépatiques et aux personnes allergique au menthol. Cesser l'utilisation du produit en cas d'agitation ou de nervosité. Complément alimentaire peut contenir des traces de gluten. L'utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Roseau des rochers (Shi chang pu, A. calamus) 300 mg, Racine de Buplèvre (Chai hu, B. chinense) 300 mg, Citron à trois feuilles préparé (Zhi qiao, C. aurantium) 300 mg, Coptis (Huang Lian, C. teeta) 90 mg, Safran (Zang hong hua, C. sativus) 15 mg, Liane de renouée (Ye jiao teng, R. multiflora) 300 mg, Menthe poivrée (Bo he, M. piperita) 45 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 450 mg, Polygala de Chine (Yuan zhi, P. tenuifolia) 300 mg, Scutellaire (Huang qin, S. baicalensis) 300 mg, Poria (Fu ling, W. cocos) 600 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977827/3665346369555_Calebasse_Calme_Detente_GL_50_c8cf009b16.png,安神丸,#454760,COMPOSITION POUR 6 GÉLULES (3 g),court,25G0016,Gélule,23
D054CP,"CALME<SPAN STYLE=""FONT-SIZE:0.6EM"">&</SPAN> DÉTENTE","Anti-stress, bien-être mental et pulsions",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"À stocker à l'abri de la lumière et d'une source de chaleur. Tenir hors de portée des enfants. Déconseillé aux enfants moins de 12 ans. Ne pas utiliser en cas de grossesse ou d'allaitement. Consultez votre médecin en cas d'usage concomitant d'anticoagulants, contre la dépression, ou sous traitement antidiabétique, et / ou anti-hypertenseur. Déconseillé aux personnes ayant des troubles cardiaques. Déconseillé en usage prolongé sans avis médical d'un professionnel de santé. Déconseillé en cas de reflux gastro-oesophagien, d'ulcère gastro-duodénal, de gastrite ou de troubles biliaires (calculs biliaires) et /ou troubles hépatiques et aux personnes allergique au menthol. Cesser l'utilisation du produit en cas d'agitation ou de nervosité. Complément alimentaire peut contenir des traces de gluten. L'utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Roseau des rochers (Shi chang pu, A. calamus) 600 mg, Racine de Buplèvre (Chai hu, B. chinense) 600 mg, Citron à trois feuilles préparé (Zhi qiao, C. aurantium) 600 mg, Coptis (Huang Lian, C. teeta) 180 mg, Safran (Zang hong hua, C. sativus) 30 mg, Liane de renouée (Ye jiao teng, R. multiflora) 600 mg, Menthe poivrée (Bo he, M. piperita) 90 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 900 mg, Polygala de Chine (Yuan zhi, P. tenuifolia) 600 mg, Scutellaire (Huang qin, S. baicalensis) 600 mg, Poria (Fu ling, W. cocos) 1200 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977826/3665346369432_Calebasse_Calme_Detente_CP_100_bbf8fcf213.png,安神丸,#454760,COMPOSITION POUR 6 GRAMMES,court,25G0016,Poudre,24
D060,"MÉMOIRE<SPAN STYLE=""FONT-SIZE:0.6EM"">&</SPAN> CONCEN-<BR/>TRATION</SPAN>",Vivacité · Réactivité · Acuité,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"À stocker à l'abri de la lumière et d'une source de chaleur. Tenir hors de portée des enfants. Réservé aux adultes plus de 18 ans. Ne pas utiliser pendant la grossesse ou l'allaitement. Déconseillé aux personnes sous traitement antidépresseur. Déconseillé en cas de troubles de la coagulation. Consulter votre médecin en cas d'utilisation simultanée d'anticoagulants. Déconseillé en cas d'épilepsie, et/ou en cas d'acte interventionnel invasif programmé. En cas de prise concomitante d'antiagrégants plaquettaires, consulter un médecin. Peut avoir une interactions médicamenteuses. En cas de traitements médicamenteux, consultez votre médecin. Consultez votre médecin en cas d'usage prolongé au-delà de deux semaines. L'utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Roseau des rochers (Shi chang pu, A. calamus) 430 mg, Feuilles de Ginkgo (Yin xing ye, G. biloba) 1280 mg, Polygala de Chine (Yuan zhi, P. tenuifolia) 430 mg, Poria (Fu ling, W. cocos) 860 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977949/3665346371558_Calebasse_Memoire_and_Concentration_GL_50_be4d92534f.png,加味志蒲散,#454760,COMPOSITION POUR 6 GÉLULES (3 g),long,25G0036,Gélule,25
D060CP,"MÉMOIRE<SPAN STYLE=""FONT-SIZE:0.6EM"">&</SPAN> CONCEN-<BR/>TRATION</SPAN>",Vivacité · Réactivité · Acuité,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/formule_innovee_db64549dde.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"À stocker à l'abri de la lumière et d'une source de chaleur. Tenir hors de portée des enfants. Réservé aux adultes plus de 18 ans. Ne pas utiliser pendant la grossesse ou l'allaitement. Déconseillé aux personnes sous traitement antidépresseur. Déconseillé en cas de troubles de la coagulation. Consulter votre médecin en cas d'utilisation simultanée d'anticoagulants. Déconseillé en cas d'épilepsie, et/ou en cas d'acte interventionnel invasif programmé. En cas de prise concomitante d'antiagrégants plaquettaires, consulter un médecin. Peut avoir une interactions médicamenteuses. En cas de traitements médicamenteux, consultez votre médecin. Consultez votre médecin en cas d'usage prolongé au-delà de deux semaines. L'utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Roseau des rochers (Shi chang pu, A. calamus) 860 mg, Feuilles de Ginkgo (Yin xing ye, G. biloba) 2560 mg, Polygala de Chine (Yuan zhi, P. tenuifolia) 860 mg, Poria (Fu ling, W. cocos) 1720 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1739977949/3665346371435_Calebasse_Memoire_and_Concentration_CP_100_244b09ad32.png,加味志蒲散,#454760,COMPOSITION POUR 6 GRAMMES,long,25G0036,Poudre,26
